Gene stable ID,Gene name,Gene type,Database of genes from NCBI RefSeq genomes ID
LOC4803952,,protein_coding,4803952
LOC6899103,,protein_coding,6899103
LOC117183322,,lncRNA,117183322
LOC6902220,,protein_coding,6902220
LOC117184809,,lncRNA,117184809
LOC4812963,,protein_coding,4812963
LOC4801063,,protein_coding,4801063
LOC117183449,Trnak-uuu-2,tRNA,117183449
LOC4812677,,protein_coding,4812677
LOC6902873,,protein_coding,6902873
LOC6902340,,protein_coding,6902340
LOC4800797,,protein_coding,4800797
LOC117185222,,rRNA,117185222
LOC26533547,,protein_coding,26533547
LOC4804914,,protein_coding,4804914
LOC4801565,,protein_coding,4801565
LOC4803208,,protein_coding,4803208
LOC117184117,,lncRNA,117184117
LOC4817836,,protein_coding,4817836
LOC4802517,,protein_coding,4802517
LOC117183965,,lncRNA,117183965
LOC4801294,,protein_coding,4801294
LOC4801559,,protein_coding,4801559
LOC6897142,,protein_coding,6897142
LOC4805377,,protein_coding,4805377
LOC6902521,,protein_coding,6902521
LOC4805287,,protein_coding,4805287
LOC6902436,,pseudogene,6902436
LOC26532244,,protein_coding,26532244
LOC6897823,,protein_coding,6897823
LOC6902194,,protein_coding,6902194
LOC4801997,,protein_coding,4801997
LOC117184456,,protein_coding,117184456
LOC4815240,,protein_coding,4815240
LOC4815190,,protein_coding,4815190
LOC4817273,,protein_coding,4817273
LOC6902668,,protein_coding,6902668
LOC4813566,,protein_coding,4813566
LOC26533217,,lncRNA,26533217
LOC4802065,,protein_coding,4802065
LOC4802104,,protein_coding,4802104
LOC117184082,,protein_coding,117184082
LOC117184448,,lncRNA,117184448
LOC117183177,,protein_coding,117183177
LOC4816222,,protein_coding,4816222
LOC26533489,,protein_coding,26533489
LOC4815692,,protein_coding,4815692
LOC4803969,,protein_coding,4803969
LOC117185464,,rRNA,117185464
LOC4803947,,protein_coding,4803947
LOC117183740,,lncRNA,117183740
LOC4800910,,protein_coding,4800910
LOC4802120,,protein_coding,4802120
LOC4801706,,protein_coding,4801706
LOC6898438,,protein_coding,6898438
LOC4805252,,protein_coding,4805252
LOC6896727,,protein_coding,6896727
LOC4814373,,protein_coding,4814373
LOC6898998,,protein_coding,6898998
LOC4805044,,protein_coding,4805044
LOC117183937,,lncRNA,117183937
LOC6900011,,protein_coding,6900011
LOC6901871,,protein_coding,6901871
LOC6900530,,snoRNA,6900530
LOC4802276,,protein_coding,4802276
LOC4811984,,protein_coding,4811984
LOC4801713,,protein_coding,4801713
LOC4813960,,protein_coding,4813960
LOC6902023,,protein_coding,6902023
LOC4801049,,protein_coding,4801049
LOC4814401,,protein_coding,4814401
LOC117185477,,rRNA,117185477
LOC117184290,Trnap-agg-2,tRNA,117184290
LOC4814413,,protein_coding,4814413
LOC4804964,,protein_coding,4804964
LOC117184393,,protein_coding,117184393
LOC4801660,,protein_coding,4801660
LOC4817373,,protein_coding,4817373
LOC4802575,,protein_coding,4802575
LOC4813454,,protein_coding,4813454
LOC4805026,,protein_coding,4805026
LOC6902797,,protein_coding,6902797
LOC4812247,,protein_coding,4812247
LOC26532454,,protein_coding,26532454
LOC4800592,,protein_coding,4800592
LOC6902077,,protein_coding,6902077
LOC6902048,,protein_coding,6902048
LOC117184559,,protein_coding,117184559
LOC4804767,,protein_coding,4804767
LOC4812338,,protein_coding,4812338
LOC6903576,,protein_coding,6903576
LOC6897650,,protein_coding,6897650
LOC4812042,,protein_coding,4812042
LOC6896798,,protein_coding,6896798
LOC6902425,,protein_coding,6902425
LOC117183242,,protein_coding,117183242
LOC4811999,,protein_coding,4811999
LOC6898506,,protein_coding,6898506
LOC6901732,,protein_coding,6901732
LOC26532411,,protein_coding,26532411
LOC6897363,,protein_coding,6897363
LOC26532822,,lncRNA,26532822
LOC4801323,,protein_coding,4801323
LOC4816870,,protein_coding,4816870
LOC6899785,,protein_coding,6899785
LOC4804168,,protein_coding,4804168
LOC4803311,,protein_coding,4803311
LOC4813402,,protein_coding,4813402
LOC4801159,,protein_coding,4801159
LOC4813938,,protein_coding,4813938
LOC4801429,,protein_coding,4801429
LOC4805040,,protein_coding,4805040
LOC4802871,,protein_coding,4802871
LOC4814688,,protein_coding,4814688
LOC4815926,,protein_coding,4815926
LOC4811771,,protein_coding,4811771
LOC4802957,,protein_coding,4802957
LOC4801186,,protein_coding,4801186
LOC4813525,,protein_coding,4813525
LOC4800925,,protein_coding,4800925
LOC4817229,,protein_coding,4817229
LOC4815113,,protein_coding,4815113
LOC4818076,,protein_coding,4818076
LOC6901847,,protein_coding,6901847
LOC6902006,,protein_coding,6902006
LOC117185155,,lncRNA,117185155
LOC26532747,,lncRNA,26532747
LOC4815241,,protein_coding,4815241
LOC4814831,,protein_coding,4814831
LOC6900523,,protein_coding,6900523
LOC6902666,,protein_coding,6902666
LOC4805047,,protein_coding,4805047
LOC4817330,,protein_coding,4817330
LOC6896672,,protein_coding,6896672
LOC117185011,,pseudogene,117185011
LOC4803487,,protein_coding,4803487
LOC4804511,,protein_coding,4804511
LOC4818193,,protein_coding,4818193
LOC6902764,,protein_coding,6902764
LOC4814213,,protein_coding,4814213
LOC117185063,,protein_coding,117185063
LOC4816990,,protein_coding,4816990
LOC6900805,,protein_coding,6900805
LOC6901500,,protein_coding,6901500
LOC6897219,,protein_coding,6897219
LOC6900439,,protein_coding,6900439
LOC26533238,,lncRNA,26533238
LOC26534345,,lncRNA,26534345
LOC4804810,,protein_coding,4804810
LOC44805045,HCS66_mgt17,tRNA,44805045
LOC4801737,,protein_coding,4801737
LOC4811928,,protein_coding,4811928
LOC6900293,,protein_coding,6900293
LOC6901154,,protein_coding,6901154
LOC4805129,,protein_coding,4805129
LOC4802851,,protein_coding,4802851
LOC4802162,,protein_coding,4802162
LOC117183998,,lncRNA,117183998
LOC26532408,,protein_coding,26532408
LOC4803470,,protein_coding,4803470
LOC4816820,,protein_coding,4816820
LOC6901501,,protein_coding,6901501
LOC4804910,,protein_coding,4804910
LOC6897819,,protein_coding,6897819
LOC117185402,Trnae-cuc-12,tRNA,117185402
LOC117185629,,lncRNA,117185629
LOC4804276,,protein_coding,4804276
LOC6898894,,protein_coding,6898894
LOC117183256,,lncRNA,117183256
LOC4805338,,protein_coding,4805338
LOC6901101,,protein_coding,6901101
LOC4800372,,protein_coding,4800372
LOC4815737,,protein_coding,4815737
LOC6901599,,protein_coding,6901599
LOC6900402,,protein_coding,6900402
LOC6901864,,protein_coding,6901864
LOC4815706,,protein_coding,4815706
LOC117185608,,protein_coding,117185608
LOC4804164,,protein_coding,4804164
LOC26534000,,lncRNA,26534000
LOC6901817,,protein_coding,6901817
LOC6902277,,protein_coding,6902277
LOC6900686,,protein_coding,6900686
LOC6898099,,protein_coding,6898099
LOC6898259,,protein_coding,6898259
LOC4804061,,protein_coding,4804061
LOC4815876,,protein_coding,4815876
LOC6902608,,protein_coding,6902608
LOC117183247,,lncRNA,117183247
LOC6900030,,protein_coding,6900030
LOC6903372,,protein_coding,6903372
LOC4803645,,protein_coding,4803645
LOC4801927,,protein_coding,4801927
LOC117183399,,protein_coding,117183399
LOC117184252,,protein_coding,117184252
LOC6901489,,protein_coding,6901489
LOC117184369,,protein_coding,117184369
LOC6899783,,protein_coding,6899783
LOC4803601,,protein_coding,4803601
LOC4816542,,protein_coding,4816542
LOC4804066,,protein_coding,4804066
LOC26532173,,lncRNA,26532173
LOC4804743,,protein_coding,4804743
LOC4816363,,protein_coding,4816363
LOC4814582,,protein_coding,4814582
LOC4813466,,protein_coding,4813466
LOC4805374,,protein_coding,4805374
LOC6897587,,protein_coding,6897587
LOC6898262,,protein_coding,6898262
LOC4812079,,protein_coding,4812079
LOC4816541,,protein_coding,4816541
LOC6900802,,protein_coding,6900802
LOC4812984,,protein_coding,4812984
LOC6898355,,protein_coding,6898355
LOC117184450,,lncRNA,117184450
LOC117183323,,protein_coding,117183323
LOC4812849,,protein_coding,4812849
LOC4816432,,protein_coding,4816432
LOC4817316,,protein_coding,4817316
LOC4801806,,protein_coding,4801806
LOC117183171,,protein_coding,117183171
LOC4803648,,protein_coding,4803648
LOC6902726,,protein_coding,6902726
LOC6898922,,protein_coding,6898922
LOC4801638,,protein_coding,4801638
LOC6896819,,protein_coding,6896819
LOC4805218,,protein_coding,4805218
LOC4800930,,protein_coding,4800930
LOC117185058,,protein_coding,117185058
LOC4801882,,protein_coding,4801882
LOC6903559,,protein_coding,6903559
LOC4814529,,protein_coding,4814529
LOC6898432,,protein_coding,6898432
LOC4813767,,protein_coding,4813767
LOC6899089,,protein_coding,6899089
LOC117184944,,lncRNA,117184944
LOC6898589,,protein_coding,6898589
LOC4812858,,protein_coding,4812858
LOC6896743,,protein_coding,6896743
LOC6897232,,protein_coding,6897232
LOC4813347,,protein_coding,4813347
LOC4817980,,protein_coding,4817980
LOC4802025,,protein_coding,4802025
LOC6901039,,protein_coding,6901039
LOC6900707,,protein_coding,6900707
LOC4801512,,protein_coding,4801512
LOC4803409,,protein_coding,4803409
LOC4815109,,protein_coding,4815109
LOC117183273,,lncRNA,117183273
LOC4801197,,protein_coding,4801197
LOC26532170,,protein_coding,26532170
LOC4815112,,protein_coding,4815112
LOC4813857,,protein_coding,4813857
LOC4814990,,protein_coding,4814990
LOC117185496,,rRNA,117185496
LOC6898388,,pseudogene,6898388
LOC4814119,,protein_coding,4814119
LOC117184052,,lncRNA,117184052
LOC4816522,,protein_coding,4816522
LOC26533475,,protein_coding,26533475
LOC6899890,,protein_coding,6899890
LOC4815408,,protein_coding,4815408
LOC4805249,,protein_coding,4805249
LOC4813196,,protein_coding,4813196
LOC4814670,,protein_coding,4814670
LOC4818181,,protein_coding,4818181
LOC4803549,,protein_coding,4803549
LOC4800969,,protein_coding,4800969
LOC4803484,,protein_coding,4803484
LOC4815304,,protein_coding,4815304
LOC6898192,,protein_coding,6898192
LOC4803634,,protein_coding,4803634
LOC4813044,,protein_coding,4813044
LOC117184113,,pseudogene,117184113
LOC6901990,,protein_coding,6901990
LOC6897378,,protein_coding,6897378
LOC4803713,,protein_coding,4803713
LOC4804849,,protein_coding,4804849
LOC6902670,,protein_coding,6902670
LOC6901224,,protein_coding,6901224
LOC4800796,,protein_coding,4800796
LOC117183236,,lncRNA,117183236
LOC4802167,,protein_coding,4802167
LOC4811675,,protein_coding,4811675
LOC6902901,,protein_coding,6902901
LOC4817886,,protein_coding,4817886
LOC6900240,,protein_coding,6900240
LOC4803529,,protein_coding,4803529
LOC4812415,,protein_coding,4812415
LOC4803215,,protein_coding,4803215
LOC6896918,,protein_coding,6896918
LOC4804924,,protein_coding,4804924
LOC4801051,,protein_coding,4801051
LOC117185136,,lncRNA,117185136
LOC6898695,,protein_coding,6898695
LOC117184980,,lncRNA,117184980
LOC4803090,,protein_coding,4803090
LOC4815384,,protein_coding,4815384
LOC6901606,,protein_coding,6901606
LOC6901181,,protein_coding,6901181
LOC4817847,,protein_coding,4817847
LOC4818060,,protein_coding,4818060
LOC4803038,,protein_coding,4803038
LOC4818138,,protein_coding,4818138
LOC117183715,,lncRNA,117183715
LOC4815769,,protein_coding,4815769
LOC6900580,,protein_coding,6900580
LOC4817572,,protein_coding,4817572
LOC6896858,,protein_coding,6896858
LOC117183230,,lncRNA,117183230
LOC6900387,,protein_coding,6900387
LOC6898403,,protein_coding,6898403
LOC4801241,,protein_coding,4801241
LOC4804912,,protein_coding,4804912
LOC117185340,Trnas-aga-10,tRNA,117185340
LOC6900480,,protein_coding,6900480
LOC44805035,HCS66_mgp07,protein_coding,44805035
LOC4803430,,protein_coding,4803430
LOC117185256,,rRNA,117185256
LOC6901588,,protein_coding,6901588
LOC4800452,,protein_coding,4800452
LOC6897084,,protein_coding,6897084
LOC6900594,,protein_coding,6900594
LOC4804832,,protein_coding,4804832
LOC4800782,,protein_coding,4800782
LOC117183309,,protein_coding,117183309
LOC117184482,,lncRNA,117184482
LOC117185666,,lncRNA,117185666
LOC4817628,,protein_coding,4817628
LOC4812937,,protein_coding,4812937
LOC4801013,,protein_coding,4801013
LOC6901904,,protein_coding,6901904
LOC117184297,Trnay-gua-6,tRNA,117184297
LOC4802305,,protein_coding,4802305
LOC6900681,,protein_coding,6900681
LOC4803141,,protein_coding,4803141
LOC117183629,,lncRNA,117183629
LOC4800431,,protein_coding,4800431
LOC117183932,,pseudogene,117183932
LOC26534013,,lncRNA,26534013
LOC4802503,,protein_coding,4802503
LOC6898659,,protein_coding,6898659
LOC6900050,,protein_coding,6900050
LOC4815663,,protein_coding,4815663
LOC117184942,,lncRNA,117184942
LOC6898308,,protein_coding,6898308
LOC4801160,,protein_coding,4801160
LOC117183719,,lncRNA,117183719
LOC4804693,,protein_coding,4804693
LOC6903078,,protein_coding,6903078
LOC4805502,,protein_coding,4805502
LOC4814815,,protein_coding,4814815
LOC6897818,,protein_coding,6897818
LOC26532378,,lncRNA,26532378
LOC6897972,,protein_coding,6897972
LOC4802539,,protein_coding,4802539
LOC6897747,,protein_coding,6897747
LOC6897863,,protein_coding,6897863
LOC4817932,,protein_coding,4817932
LOC6900521,,protein_coding,6900521
LOC4800301,,protein_coding,4800301
LOC117185089,,protein_coding,117185089
LOC6904018,,pseudogene,6904018
LOC4813899,,protein_coding,4813899
LOC117184002,,lncRNA,117184002
LOC117184138,,lncRNA,117184138
LOC117183675,,lncRNA,117183675
LOC4801661,,protein_coding,4801661
LOC4804998,,protein_coding,4804998
LOC117184123,,protein_coding,117184123
LOC4800745,,protein_coding,4800745
LOC6897609,,protein_coding,6897609
LOC4814877,,protein_coding,4814877
LOC4802358,,protein_coding,4802358
LOC4805434,,protein_coding,4805434
LOC4800300,,protein_coding,4800300
LOC4801586,,protein_coding,4801586
LOC4813288,,protein_coding,4813288
LOC4802166,,protein_coding,4802166
LOC4812031,,protein_coding,4812031
LOC117184402,,protein_coding,117184402
LOC6898412,,protein_coding,6898412
LOC4802428,,protein_coding,4802428
LOC4818080,,protein_coding,4818080
LOC117184844,,lncRNA,117184844
LOC6901116,,protein_coding,6901116
LOC4812197,,protein_coding,4812197
LOC6900390,,protein_coding,6900390
LOC117184519,,lncRNA,117184519
LOC26533610,,lncRNA,26533610
LOC4812144,,protein_coding,4812144
LOC4804339,,protein_coding,4804339
LOC4804692,,protein_coding,4804692
LOC6903669,,pseudogene,6903669
LOC4813642,,protein_coding,4813642
LOC4816650,,protein_coding,4816650
LOC4816872,,protein_coding,4816872
LOC4802882,,protein_coding,4802882
LOC6898647,,protein_coding,6898647
LOC117184368,,lncRNA,117184368
LOC4802515,,protein_coding,4802515
LOC4813729,,protein_coding,4813729
LOC4802735,,protein_coding,4802735
LOC4813200,,protein_coding,4813200
LOC4817435,,protein_coding,4817435
LOC117185383,Trnap-cgg-4,tRNA,117185383
LOC117184571,,lncRNA,117184571
LOC6898265,,protein_coding,6898265
LOC4812278,,protein_coding,4812278
LOC117184039,,lncRNA,117184039
LOC4804488,,protein_coding,4804488
LOC4813046,,protein_coding,4813046
LOC117185555,,lncRNA,117185555
LOC4813031,,protein_coding,4813031
LOC6900516,,protein_coding,6900516
LOC6898820,,protein_coding,6898820
LOC4817138,,protein_coding,4817138
LOC6902248,,protein_coding,6902248
LOC117184452,,lncRNA,117184452
LOC4805109,,protein_coding,4805109
LOC4813669,,protein_coding,4813669
LOC4803462,,protein_coding,4803462
LOC4804167,,protein_coding,4804167
LOC6896734,,protein_coding,6896734
LOC117185582,,rRNA,117185582
LOC4816973,,protein_coding,4816973
LOC6901661,,protein_coding,6901661
LOC117185301,,rRNA,117185301
LOC6897633,,protein_coding,6897633
LOC6899918,,protein_coding,6899918
LOC4802886,,protein_coding,4802886
LOC4805518,,protein_coding,4805518
LOC4800495,,protein_coding,4800495
LOC4816164,,protein_coding,4816164
LOC4812343,,protein_coding,4812343
LOC117184686,,lncRNA,117184686
LOC117183773,,protein_coding,117183773
LOC4812843,,protein_coding,4812843
LOC4801570,,protein_coding,4801570
LOC4818140,,protein_coding,4818140
LOC117184597,,lncRNA,117184597
LOC117184462,,protein_coding,117184462
LOC117185025,,protein_coding,117185025
LOC6897556,,protein_coding,6897556
LOC4803802,,protein_coding,4803802
LOC6901494,,protein_coding,6901494
LOC6898117,,protein_coding,6898117
LOC4801718,,protein_coding,4801718
LOC4801577,,protein_coding,4801577
LOC4803183,,protein_coding,4803183
LOC4814037,,protein_coding,4814037
LOC117183186,,protein_coding,117183186
LOC4805261,,protein_coding,4805261
LOC117184518,,protein_coding,117184518
LOC26532398,,protein_coding,26532398
LOC117184380,,lncRNA,117184380
LOC4802194,,protein_coding,4802194
LOC13036370,,protein_coding,13036370
LOC4815578,,protein_coding,4815578
LOC26532023,,protein_coding,26532023
LOC117184205,,protein_coding,117184205
LOC117184379,,protein_coding,117184379
LOC6900381,,protein_coding,6900381
LOC26532975,,protein_coding,26532975
LOC4817878,,protein_coding,4817878
LOC4817990,,protein_coding,4817990
LOC4804206,,protein_coding,4804206
LOC4800827,,protein_coding,4800827
LOC6900898,,protein_coding,6900898
LOC4802908,,protein_coding,4802908
LOC4802810,,protein_coding,4802810
LOC4817010,,protein_coding,4817010
LOC6900620,,protein_coding,6900620
LOC6899091,,protein_coding,6899091
LOC4817684,,protein_coding,4817684
LOC4803963,,protein_coding,4803963
LOC26531995,,lncRNA,26531995
LOC6897931,,protein_coding,6897931
LOC4804690,,protein_coding,4804690
LOC4805557,,protein_coding,4805557
LOC4815131,,protein_coding,4815131
LOC6902397,,protein_coding,6902397
LOC4812049,,protein_coding,4812049
LOC4816824,,protein_coding,4816824
LOC4817270,,protein_coding,4817270
LOC4803948,,protein_coding,4803948
LOC6897481,,protein_coding,6897481
LOC6902591,,protein_coding,6902591
LOC6903376,,protein_coding,6903376
LOC4814133,,protein_coding,4814133
LOC4805599,,protein_coding,4805599
LOC4814601,,protein_coding,4814601
LOC117185299,,rRNA,117185299
LOC4817715,,protein_coding,4817715
LOC6903082,,protein_coding,6903082
LOC4803280,,protein_coding,4803280
LOC4817636,,protein_coding,4817636
LOC4817760,,protein_coding,4817760
LOC6903237,,protein_coding,6903237
LOC4805311,,protein_coding,4805311
LOC6902654,,protein_coding,6902654
LOC6898641,,protein_coding,6898641
LOC117183485,Trnam-cau,tRNA,117183485
LOC4817212,,protein_coding,4817212
LOC6901821,,protein_coding,6901821
LOC117184818,,lncRNA,117184818
LOC6898018,,protein_coding,6898018
LOC117183237,,lncRNA,117183237
LOC4813606,,protein_coding,4813606
LOC4815482,,protein_coding,4815482
LOC6896714,,protein_coding,6896714
LOC4814084,,protein_coding,4814084
LOC4817955,,protein_coding,4817955
LOC4804445,,protein_coding,4804445
LOC6898003,,protein_coding,6898003
LOC6898658,,protein_coding,6898658
LOC44805025,HCS66_mgp10,protein_coding,44805025
LOC6901818,,protein_coding,6901818
LOC4812682,,protein_coding,4812682
LOC6902599,,protein_coding,6902599
LOC4817446,,protein_coding,4817446
LOC4816978,,protein_coding,4816978
LOC4800673,,protein_coding,4800673
LOC4813469,,protein_coding,4813469
LOC6896878,,protein_coding,6896878
LOC4817376,,protein_coding,4817376
LOC4815247,,protein_coding,4815247
LOC4811722,,protein_coding,4811722
LOC4801574,,protein_coding,4801574
LOC4803901,,protein_coding,4803901
LOC117183767,,protein_coding,117183767
LOC4803322,,protein_coding,4803322
LOC5495503,,protein_coding,5495503
LOC4811869,,protein_coding,4811869
LOC117183578,,protein_coding,117183578
LOC4812302,,protein_coding,4812302
LOC4815075,,protein_coding,4815075
LOC26533520,,protein_coding,26533520
LOC117183513,,lncRNA,117183513
LOC4815724,,protein_coding,4815724
LOC4815461,,protein_coding,4815461
LOC4801242,,protein_coding,4801242
LOC4800265,,protein_coding,4800265
LOC26532736,,lncRNA,26532736
LOC15382886,,protein_coding,15382886
LOC117184681,,lncRNA,117184681
LOC4805281,,protein_coding,4805281
LOC117184294,Trnad-guc-4,tRNA,117184294
LOC4813731,,protein_coding,4813731
LOC117183636,,lncRNA,117183636
LOC117185040,,protein_coding,117185040
LOC117184773,,protein_coding,117184773
LOC4816575,,protein_coding,4816575
LOC4812917,,protein_coding,4812917
LOC117185260,,rRNA,117185260
LOC4817755,,protein_coding,4817755
LOC4805182,,protein_coding,4805182
LOC4817060,,protein_coding,4817060
LOC117185557,,protein_coding,117185557
LOC6901340,,protein_coding,6901340
LOC4817296,,protein_coding,4817296
LOC117184189,,protein_coding,117184189
LOC117184495,,protein_coding,117184495
LOC4805564,,protein_coding,4805564
LOC4804794,,protein_coding,4804794
LOC6901438,,protein_coding,6901438
LOC6901338,,lncRNA,6901338
LOC4817819,,protein_coding,4817819
LOC6897189,,protein_coding,6897189
LOC4803378,,protein_coding,4803378
LOC4814974,,protein_coding,4814974
LOC6903088,,snoRNA,6903088
LOC4804859,,protein_coding,4804859
LOC4815321,,protein_coding,4815321
LOC117183799,,guide_RNA,117183799
LOC4802076,,protein_coding,4802076
LOC26532360,,protein_coding,26532360
LOC4817143,,protein_coding,4817143
LOC4801195,,protein_coding,4801195
LOC4802907,,protein_coding,4802907
LOC4804034,,protein_coding,4804034
LOC117183295,,lncRNA,117183295
LOC4803356,,protein_coding,4803356
LOC6897835,,protein_coding,6897835
LOC4801839,,protein_coding,4801839
LOC6900934,,protein_coding,6900934
LOC4803624,,protein_coding,4803624
LOC117184410,,protein_coding,117184410
LOC6896843,,protein_coding,6896843
LOC4814371,,protein_coding,4814371
LOC4804029,,protein_coding,4804029
LOC4817405,,protein_coding,4817405
LOC6896704,,protein_coding,6896704
LOC4805334,,protein_coding,4805334
LOC6900519,,protein_coding,6900519
LOC4813676,,protein_coding,4813676
LOC117184099,,protein_coding,117184099
LOC6902966,,protein_coding,6902966
LOC4802762,,protein_coding,4802762
LOC26534069,,protein_coding,26534069
LOC117184477,,lncRNA,117184477
LOC117184021,,lncRNA,117184021
LOC4802027,,protein_coding,4802027
LOC4813103,,protein_coding,4813103
LOC4816576,,protein_coding,4816576
LOC117183319,,lncRNA,117183319
LOC4816701,,protein_coding,4816701
LOC4800310,,protein_coding,4800310
LOC4814818,,protein_coding,4814818
LOC4813105,,protein_coding,4813105
LOC26533406,,protein_coding,26533406
LOC13036449,,protein_coding,13036449
LOC6904117,,protein_coding,6904117
LOC6901273,,protein_coding,6901273
LOC6897146,,protein_coding,6897146
LOC6903016,,protein_coding,6903016
LOC4817035,,protein_coding,4817035
LOC4814399,,protein_coding,4814399
LOC6897796,,protein_coding,6897796
LOC4812622,,protein_coding,4812622
LOC117183674,,lncRNA,117183674
LOC117183294,,lncRNA,117183294
LOC26533572,,protein_coding,26533572
LOC6897314,,protein_coding,6897314
LOC6900593,,protein_coding,6900593
LOC117183984,,protein_coding,117183984
LOC6903555,,protein_coding,6903555
LOC4800587,,protein_coding,4800587
LOC117183306,,lncRNA,117183306
LOC4801988,,protein_coding,4801988
LOC117183246,,lncRNA,117183246
LOC6899046,,protein_coding,6899046
LOC6897480,,protein_coding,6897480
LOC26533216,,lncRNA,26533216
LOC6900498,,protein_coding,6900498
LOC26533776,,lncRNA,26533776
LOC26533135,,protein_coding,26533135
LOC4801274,,protein_coding,4801274
LOC26532932,,protein_coding,26532932
LOC117183805,Trnar-ucu,tRNA,117183805
LOC4801432,,protein_coding,4801432
LOC6903097,,protein_coding,6903097
LOC117183822,Trnai-aau-4,tRNA,117183822
LOC4817357,,protein_coding,4817357
LOC117185069,,protein_coding,117185069
LOC4801555,,protein_coding,4801555
LOC4812103,,protein_coding,4812103
LOC6898824,,protein_coding,6898824
LOC6897312,,protein_coding,6897312
LOC4814395,,protein_coding,4814395
LOC4814190,,protein_coding,4814190
LOC6900980,,protein_coding,6900980
LOC6903432,,protein_coding,6903432
LOC6903373,,protein_coding,6903373
LOC6897589,,protein_coding,6897589
LOC4816629,,protein_coding,4816629
LOC4816865,,protein_coding,4816865
LOC4814709,,protein_coding,4814709
LOC4815220,,protein_coding,4815220
LOC26533972,,lncRNA,26533972
LOC4804939,,protein_coding,4804939
LOC26533811,,lncRNA,26533811
LOC4801566,,protein_coding,4801566
LOC4800558,,protein_coding,4800558
LOC117183558,,protein_coding,117183558
LOC117185391,Trnal-cag-4,tRNA,117185391
LOC4804658,,protein_coding,4804658
LOC117183638,,lncRNA,117183638
LOC4816520,,protein_coding,4816520
LOC4816268,,protein_coding,4816268
LOC4812598,,protein_coding,4812598
LOC6901722,,protein_coding,6901722
LOC4814451,,protein_coding,4814451
LOC4804630,,protein_coding,4804630
LOC4816991,,protein_coding,4816991
LOC4813860,,protein_coding,4813860
LOC6902998,,protein_coding,6902998
LOC117185594,,protein_coding,117185594
LOC117185134,,lncRNA,117185134
LOC6897489,,protein_coding,6897489
LOC26533121,,lncRNA,26533121
LOC26532024,,lncRNA,26532024
LOC4804160,,protein_coding,4804160
LOC4801850,,protein_coding,4801850
LOC117184391,,protein_coding,117184391
LOC4811944,,protein_coding,4811944
LOC4812521,,protein_coding,4812521
LOC26532861,,protein_coding,26532861
LOC117183692,,lncRNA,117183692
LOC6902155,,protein_coding,6902155
LOC6899917,,protein_coding,6899917
LOC4814392,,protein_coding,4814392
LOC4803481,,protein_coding,4803481
LOC4815470,,protein_coding,4815470
LOC4805039,,protein_coding,4805039
LOC4813557,,protein_coding,4813557
LOC4802518,,protein_coding,4802518
LOC6898202,,protein_coding,6898202
LOC4805411,,protein_coding,4805411
LOC6902210,,protein_coding,6902210
LOC117185176,,lncRNA,117185176
LOC4804526,,protein_coding,4804526
LOC6896834,,protein_coding,6896834
LOC4813485,,protein_coding,4813485
LOC4815949,,protein_coding,4815949
LOC26532266,,lncRNA,26532266
LOC117185379,Trnac-gca-6,tRNA,117185379
LOC4817085,,protein_coding,4817085
LOC6900344,,protein_coding,6900344
LOC6897603,,protein_coding,6897603
LOC4812446,,protein_coding,4812446
LOC13036341,,protein_coding,13036341
LOC4814780,,protein_coding,4814780
LOC4803245,,protein_coding,4803245
LOC117184598,,protein_coding,117184598
LOC4812560,,protein_coding,4812560
LOC4814466,,protein_coding,4814466
LOC4817291,,protein_coding,4817291
LOC4803702,,protein_coding,4803702
LOC4801822,,protein_coding,4801822
LOC26532357,,protein_coding,26532357
LOC6903433,,protein_coding,6903433
LOC4813050,,protein_coding,4813050
LOC117185154,,lncRNA,117185154
LOC4812153,,protein_coding,4812153
LOC117184994,,lncRNA,117184994
LOC6898533,,protein_coding,6898533
LOC4803662,,protein_coding,4803662
LOC6900389,,protein_coding,6900389
LOC4814649,,protein_coding,4814649
LOC26534434,,protein_coding,26534434
LOC4801581,,protein_coding,4801581
LOC4812514,,protein_coding,4812514
LOC6903937,,protein_coding,6903937
LOC4805541,,protein_coding,4805541
LOC6902868,,protein_coding,6902868
LOC4815514,,protein_coding,4815514
LOC4811830,,protein_coding,4811830
LOC4813723,,protein_coding,4813723
LOC117184558,,lncRNA,117184558
LOC4800367,,protein_coding,4800367
LOC4812552,,protein_coding,4812552
LOC6900341,,protein_coding,6900341
LOC4802103,,protein_coding,4802103
LOC4812370,,protein_coding,4812370
LOC4813033,,protein_coding,4813033
LOC117184472,,lncRNA,117184472
LOC4804280,,protein_coding,4804280
LOC4814495,,protein_coding,4814495
LOC117184875,,lncRNA,117184875
LOC6903344,,protein_coding,6903344
LOC4802884,,protein_coding,4802884
LOC4811669,,protein_coding,4811669
LOC26533671,,protein_coding,26533671
LOC4805294,,protein_coding,4805294
LOC6903325,,protein_coding,6903325
LOC4815712,,protein_coding,4815712
LOC4801319,,protein_coding,4801319
LOC26534216,,protein_coding,26534216
LOC6900705,,protein_coding,6900705
LOC117184973,,protein_coding,117184973
LOC26533373,,lncRNA,26533373
LOC6900051,,protein_coding,6900051
LOC6900277,,snoRNA,6900277
LOC6900125,,protein_coding,6900125
LOC6900167,,protein_coding,6900167
LOC6896826,,protein_coding,6896826
LOC4801508,,protein_coding,4801508
LOC4814558,,protein_coding,4814558
